Manufacturer,Model&Make,Mark,Prediction
Apple,iPad13.8 back camera,NA,"iPad13,8-back-camera.csv"
Apple,iPad13.9 back camera,NA,"iPad13,9-back-camera.csv"
Apple,iPad14.2 back camera,NA,"iPad14,2-back-camera.csv"
Apple,iPad14.3 back camera,NA,"iPad14,3-back-camera.csv"
Apple,iPad14.5 back camera,NA,"iPad14,5-back-camera.csv"
Apple,iPad6.3 back camera,NA,"iPad6,3-back-camera.csv"
Apple,iPad6.4 back camera,NA,"iPad6,4-back-camera.csv"
Apple,iPad7.1 back camera,NA,"iPad7,1-back-camera.csv"
Apple,iPad7.2 back camera,NA,"iPad7,2-back-camera.csv"
Apple,iPad7.3 back camera,NA,"iPad7,3-back-camera.csv"
Apple,iPad7.4 back camera,NA,"iPad7,4-back-camera.csv"
Apple,iPad8.1 back camera,NA,"iPad8,1-back-camera.csv"
Apple,iPad8.11 back camera,NA,"iPad8,11-back-camera.csv"
Apple,iPad8.2 back camera,NA,"iPad8,2-back-camera.csv"
Apple,iPad8.3 back camera,NA,"iPad8,3-back-camera.csv"
Apple,iPad8.4 back camera,NA,"iPad8,4-back-camera.csv"
Apple,iPad8.5 back camera,NA,"iPad8,5-back-camera.csv"
Apple,iPad8.6 back camera,NA,"iPad8,6-back-camera.csv"
Apple,iPad8.7 back camera,NA,"iPad8,7-back-camera.csv"
Apple,iPad8.8 back camera,NA,"iPad8,8-back-camera.csv"
Apple,iPad8.9 back camera,NA,"iPad8,9-back-camera.csv"
Apple,iPhone10.1 back camera,NA,"iPhone10,1-back-camera.csv"
Apple,iPhone10.2 back camera,NA,"iPhone10,2-back-camera.csv"
Apple,iPhone10.2 back telephoto camera,NA,"iPhone10,2-back-telephoto-camera.csv"
Apple,iPhone10.3 back camera,NA,"iPhone10,3-back-camera.csv"
Apple,iPhone10.3 back telephoto camera,NA,"iPhone10,3-back-telephoto-camera.csv"
Apple,iPhone10.4 back camera,NA,"iPhone10,4-back-camera.csv"
Apple,iPhone10.5 back camera,NA,"iPhone10,5-back-camera.csv"
Apple,iPhone10.5 back telephoto camera,NA,"iPhone10,5-back-telephoto-camera.csv"
Apple,iPhone10.6 back camera,NA,"iPhone10,6-back-camera.csv"
Apple,iPhone10.6 back telephoto camera,NA,"iPhone10,6-back-telephoto-camera.csv"
Apple,iPhone11.2 back camera,NA,"iPhone11,2-back-camera.csv"
Apple,iPhone11.2 back telephoto camera,NA,"iPhone11,2-back-telephoto-camera.csv"
Apple,iPhone11.4 back camera,NA,"iPhone11,4-back-camera.csv"
Apple,iPhone11.4 back telephoto camera,NA,"iPhone11,4-back-telephoto-camera.csv"
Apple,iPhone11.6 back camera,NA,"iPhone11,6-back-camera.csv"
Apple,iPhone11.6 back telephoto camera,NA,"iPhone11,6-back-telephoto-camera.csv"
Apple,iPhone11.8 back camera,NA,"iPhone11,8-back-camera.csv"
Apple,iPhone12.1 back camera,NA,"iPhone12,1-back-camera.csv"
Apple,iPhone12.3 back camera,NA,"iPhone12,3-back-camera.csv"
Apple,iPhone12.3 back telephoto camera,NA,"iPhone12,3-back-telephoto-camera.csv"
Apple,iPhone12.5 back camera,NA,"iPhone12,5-back-camera.csv"
Apple,iPhone12.5 back telephoto camera,NA,"iPhone12,5-back-telephoto-camera.csv"
Apple,iPhone12.8 back camera,NA,"iPhone12,8-back-camera.csv"
Apple,iPhone13.1 back camera,NA,"iPhone13,1-back-camera.csv"
Apple,iPhone13.1 back ultra wide camera,NA,"iPhone13,1-back-ultra-wide-camera.csv"
Apple,iPhone13.2 back camera,NA,"iPhone13,2-back-camera.csv"
Apple,iPhone13.2 back ultra wide camera,NA,"iPhone13,2-back-ultra-wide-camera.csv"
Apple,iPhone13.3 back camera,NA,"iPhone13,3-back-camera.csv"
Apple,iPhone13.3 back telephoto camera,NA,"iPhone13,3-back-telephoto-camera.csv"
Apple,iPhone13.3 back ultra wide camera,NA,"iPhone13,3-back-ultra-wide-camera.csv"
Apple,iPhone13.3 front camera,NA,"iPhone13,3-front-camera.csv"
Apple,iPhone13.4 back camera,NA,"iPhone13,4-back-camera.csv"
Apple,iPhone13.4 back telephoto camera,NA,"iPhone13,4-back-telephoto-camera.csv"
Apple,iPhone13.4 back ultra wide camera,NA,"iPhone13,4-back-ultra-wide-camera.csv"
Apple,iPhone13.4 front camera,NA,"iPhone13,4-front-camera.csv"
Apple,iPhone14.2 back camera,NA,"iPhone14,2-back-camera.csv"
Apple,iPhone14.2 back telephoto camera,NA,"iPhone14,2-back-telephoto-camera.csv"
Apple,iPhone14.2 back ultra wide camera,NA,"iPhone14,2-back-ultra-wide-camera.csv"
Apple,iPhone14.2 front camera,NA,"iPhone14,2-front-camera.csv"
Apple,iPhone14.3 back camera,NA,"iPhone14,3-back-camera.csv"
Apple,iPhone14.3 back telephoto camera,NA,"iPhone14,3-back-telephoto-camera.csv"
Apple,iPhone14.3 back ultra wide camera,NA,"iPhone14,3-back-ultra-wide-camera.csv"
Apple,iPhone14.3 front camera,NA,"iPhone14,3-front-camera.csv"
Apple,iPhone14.4 back camera,NA,"iPhone14,4-back-camera.csv"
Apple,iPhone14.4 back ultra wide camera,NA,"iPhone14,4-back-ultra-wide-camera.csv"
Apple,iPhone14.4 front camera,NA,"iPhone14,4-front-camera.csv"
Apple,iPhone14.5 back camera,NA,"iPhone14,5-back-camera.csv"
Apple,iPhone14.5 back ultra wide camera,NA,"iPhone14,5-back-ultra-wide-camera.csv"
Apple,iPhone14.5 front camera,NA,"iPhone14,5-front-camera.csv"
Apple,iPhone14.6 back camera,NA,"iPhone14,6-back-camera.csv"
Apple,iPhone14.6 front camera,NA,"iPhone14,6-front-camera.csv"
Apple,iPhone14.7 back camera,NA,"iPhone14,7-back-camera.csv"
Apple,iPhone14.7 back ultra wide camera,NA,"iPhone14,7-back-ultra-wide-camera.csv"
Apple,iPhone14.7 front camera,NA,"iPhone14,7-front-camera.csv"
Apple,iPhone14.8 back camera,NA,"iPhone14,8-back-camera.csv"
Apple,iPhone14.8 back ultra wide camera,NA,"iPhone14,8-back-ultra-wide-camera.csv"
Apple,iPhone14.8 front camera,NA,"iPhone14,8-front-camera.csv"
Apple,iPhone15.2 back camera,NA,"iPhone15,2-back-camera.csv"
Apple,iPhone15.2 back telephoto camera,NA,"iPhone15,2-back-telephoto-camera.csv"
Apple,iPhone15.2 back ultra wide camera,NA,"iPhone15,2-back-ultra-wide-camera.csv"
Apple,iPhone15.2 front camera,NA,"iPhone15,2-front-camera.csv"
Apple,iPhone15.3 back camera,NA,"iPhone15,3-back-camera.csv"
Apple,iPhone15.3 back telephoto camera,NA,"iPhone15,3-back-telephoto-camera.csv"
Apple,iPhone15.3 back ultra wide camera,NA,"iPhone15,3-back-ultra-wide-camera.csv"
Apple,iPhone15.3 front camera,NA,"iPhone15,3-front-camera.csv"
Apple,iPhone8.1 back camera,NA,"iPhone8,1-back-camera.csv"
Apple,iPhone8.2 back camera,NA,"iPhone8,2-back-camera.csv"
Apple,iPhone8.4 back camera,NA,"iPhone8,4-back-camera.csv"
Apple,iPhone9.1 back camera,NA,"iPhone9,1-back-camera.csv"
Apple,iPhone9.2 back camera,NA,"iPhone9,2-back-camera.csv"
Apple,iPhone9.2 back telephoto camera,NA,"iPhone9,2-back-telephoto-camera.csv"
Apple,iPhone9.3 back camera,NA,"iPhone9,3-back-camera.csv"
Apple,iPhone9.4 back camera,NA,"iPhone9,4-back-camera.csv"
Apple,iPhone9.4 back telephoto camera,NA,"iPhone9,4-back-telephoto-camera.csv"
